direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,Ростовский электрометаллургический завод,Ростовский электрометаллургический завод,rostovskiy-elektrometallurgicheskiy-zavod,https://remzltd.com,assets/img/logos/vendors/import-20260630/rostovskiy-elektrometallurgicheskiy-zavod.svg,https://remzltd.com/assets/images/vdhmbigtioyhmxbntwmgcafxmuvaadukt.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 71. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,Русские Шпунтовые Стены,Русские Шпунтовые Стены,russkie-shpuntovye-steny,https://profilgroup.ru,assets/img/logos/vendors/import-20260630/russkie-shpuntovye-steny.png,https://profilgroup.ru/img/logo-copy.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 75. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,металлоконструкции и изделия,СЕАФ-ТЕРМА ООО,СЕАФ-ТЕРМА ООО,seaf-terma-ooo,https://gostmetal.ru,assets/img/logos/vendors/import-20260630/seaf-terma-ooo.png,https://gostmetal.ru/images/themes/default/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: металлоконструкции и изделия , row 19. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,СЕВЕРСТАЛЬ ПАО,СЕВЕРСТАЛЬ ПАО,severstal-pao,https://severstal.com,assets/img/logos/vendors/import-20260630/severstal-pao.svg,https://severstal.com/assets/images/logo_ru.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 57. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,металлоконструкции и изделия,СПЕКТРОМ ООО,СПЕКТРОМ ООО,spektrom-ooo,https://spectrom.ru,assets/img/logos/vendors/import-20260630/spektrom-ooo.png,https://spectrom.ru/images/logo1234.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: металлоконструкции и изделия , row 13. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,СТАЛЬИМЭКС ТД ООО,СТАЛЬИМЭКС ТД ООО,stalimeks-td-ooo,https://www.stalimex.ru,assets/img/logos/vendors/import-20260630/stalimeks-td-ooo.png,http://xn--80aqgcg0afc6gm.xn--p1ai/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 49. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,керамзит блоки,Серпуховский керамзитовый завод (СКЗ),Серпуховский керамзитовый завод (СКЗ),serpuhovskiy-keramzitovyy-zavod-skz,https://keramzit-serpuhov.ru,assets/img/logos/vendors/import-20260630/serpuhovskiy-keramzitovyy-zavod-skz.svg,https://keramzit-serpuhov.ru/img/logo_serp.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: керамзит блоки, row 12. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,керамзит блоки,"Тульский кирпичный завод ""Победа""","Тульский кирпичный завод ""Победа""",tulskiy-kirpichnyy-zavod-pobeda,https://tula-tkz.ru,assets/img/logos/vendors/import-20260630/tulskiy-kirpichnyy-zavod-pobeda.jpg,https://tula-tkz.ru/wp-content/uploads/2017/04/logo-pobeda.jpg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: керамзит блоки, row 2. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,ЖБИ,Штарком,Штарком,shtarkom,https://www.obeton.ru,assets/img/logos/vendors/import-20260630/shtarkom.png,https://www.obeton.ru/sites/all/themes/obeton/images/logo2.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ЖБИ, row 23. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,МЕталлокасеты,ЭлитФасад,ЭлитФасад,elitfasad,https://elitfasad.ru,assets/img/logos/vendors/import-20260630/elitfasad.svg,https://elitfasad.ru/wp-content/uploads/2022/01/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: МЕталлокасеты , row 32. Logo source: official site."
Конструктивные решения,Крепеж,Крепеж,Крепеж,TECH-KREP,TECH-KREP,tech-krep,https://tech-krep.com/,assets/img/logos/vendors/tech-krep.svg,https://tech-krep.com/local/templates/main/img/header-logo.svg,logo_ready,high,official_p2_remaining_groups_20260706,"Official site title identifies chemical anchors, dowels and fastening systems; logo from official template asset."
Конструктивные решения,Стены,Стены,Кирпич,АО «Воскресенский кирпичный завод»,"АО ""Воскресенский кирпичный завод""",ao-voskresenskiy-kirpichnyy-zavod,https://www.xn--80adbicaohaajcgcc8bghpnmimdc8nne.xn--p1ai/,assets/img/logos/vendors/ao-voskresenskiy-kirpichnyy-zavod.png,https://www.xn--80adbicaohaajcgcc8bghpnmimdc8nne.xn--p1ai/upload/medialibrary/c3c/c3cabe68cb568f65d99e93e5ce4e17dd.png,logo_ready,high,user_confirmed_list,PNG logo from official site header with matching alt text.
Конструктивные решения,Стены,Стены,Кирпич,АО «Железногорский кирпичный завод»,"АО ""Железногорский кирпичный завод""",ao-zheleznogorskiy-kirpichnyy-zavod,,,,manual_review_needed,medium,user_confirmed_list,Site candidate needs manual confirmation. No trustworthy logo source used.
Конструктивные решения,Стены,Стены,Кирпич,АО «Керамика» / Ломинцевский кирпичный завод,"АО ""Керамика"" / Ломинцевский кирпичный завод",ao-keramika-lomintsevskiy-kirpichnyy-zavod,https://lomincevo.ru/,assets/img/logos/vendors/ao-keramika-lomintsevskiy-kirpichnyy-zavod.svg,https://lomincevo.ru/assets/images/LLL.svg,logo_ready,high,user_confirmed_list,SVG logo from official site header.
Конструктивные решения,Стены,Стены,Кирпич,АО «Новомосковский завод керамических материалов»,"АО ""Новомосковский завод керамических материалов""",ao-novomoskovskiy-zavod-keramicheskih-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,АО «Норский керамический завод»,"АО ""Норский керамический завод""",ao-norskiy-keramicheskiy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,АО «Рязанский кирпичный завод»,"АО ""Рязанский кирпичный завод""",ao-ryazanskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,АО «Силикат»,"АО ""Силикат""",ao-silikat,https://oaosilikat.ru/,assets/img/logos/vendors/ao-silikat.png,https://oaosilikat.ru/images/logo.png,logo_ready,high,user_confirmed_list,PNG logo from official site header.
Конструктивные решения,Стены,Стены,Кирпич,АО «Славянский кирпич»,"АО ""Славянский кирпич""",ao-slavyanskiy-kirpich,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,АО «Тульский кирпичный завод» / Тульский кирпичный завод №1,"АО ""Тульский кирпичный завод"" / Тульский кирпичный завод №1",ao-tulskiy-kirpichnyy-zavod-tulskiy-kirpichnyy-zavod-1,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
